ID,RA,Dec,total_associations,ID_36_1,RA_36_1,Dec_36_1,mag_36_1,mag_err_36_1,ID_36_3,RA_36_3,Dec_36_3,mag_36_3,mag_err_36_3,sep_36_1_3,p_any_36_1_3,p_i_36_1_3,ID_36_4,RA_36_4,Dec_36_4,mag_36_4,mag_err_36_4,sep_36_1&3_4,p_any_36_1&3_4,p_i_36_1&3_4,36_associations,ID_45_1,RA_45_1,Dec_45_1,mag_45_1,mag_err_45_1,ID_45_3,RA_45_3,Dec_45_3,mag_45_3,mag_err_45_3,sep_45_1_3,p_any_45_1_3,p_i_45_1_3,ID_45_4,RA_45_4,Dec_45_4,mag_45_4,mag_err_45_4,sep_45_1&3_4,p_any_45_1&3_4,p_i_45_1&3_4,45_associations,sep_mean_36_mean_45,p_any_36_45,p_i_36_45,mean_RA_36,mean_Dec_36,mean_RA_45,mean_Dec_45,good_source?,flux_36_1,flux_36_3,flux_36_4,flux_45_1,flux_45_3,flux_45_4,flux_err_36_1,flux_err_36_3,flux_err_36_4,flux_err_45_1,flux_err_45_3,flux_err_45_4,var_36_1_3,var_36_1_3_abs,var_36_1_4,var_36_1_4_abs,var_36_3_4,var_36_3_4_abs,var_45_1_3,var_45_1_3_abs,var_45_1_4,var_45_1_4_abs,var_45_3_4,var_45_3_4_abs,mean_mag_36,mean_mag_45,amp_36,amp_45,evolved_1,evolved_3,evolved_4,variable_1_3,variable_1_4,variable_3_4,variable_times
21,10.66236007,40.82433939,6,151,10.66244235,40.82436935,17.12750491,0.1082,794,10.66227364,40.82425796,17.54450491,0.1338,0.6099456,0.7762401,1,4313,10.66235851,40.8242666,17.54550491,0.1142,0.1694038,0.9677443,1,3,13098,10.66245291,40.82434111,17.50455224,0.2082,5810,10.66237559,40.82447126,17.85355224,0.2206,0.51370835,0.86372846,1,1934,10.6622574,40.82433003,18.26855224,0.1956,0.50767857,0.8679911,1,3,0.29836762,0.958056,1,10.66235817,40.82429797,10.66236197,40.8243808,1,0.039586743,0.026961855,0.026937034,0.017894814,0.012975592,0.008853748,0.003945052,0.003322627,0.002833293,0.003431497,0.002636382,0.00159504,2.447709719,2.447709719,2.604398871,2.604398871,0.005684336,0.005684336,1.136783047,1.136783047,2.389232127,2.389232127,1.337678263,1.337678263,17.40583824,17.87555224,0.418,0.764,0,0,0,0,1,0,1
31,10.70149725,40.85271385,6,213,10.7015443,40.85277795,16.11350491,0.0932,6708,10.70152511,40.85272536,16.07850491,0.0918,0.19640297,0.96537733,1,1166,10.70147116,40.8527344,15.72450491,0.0548,0.18384619,0.966734,1,3,6445,10.70155097,40.8526576,16.27955224,0.1478,4913,10.70148298,40.85266185,16.25155224,0.1896,0.1857692,0.9637458,1,3576,10.70140897,40.85272594,15.97355224,0.068,0.37857193,0.9307613,1,3,0.24721909,0.964531,1,10.70151352,40.8527459,10.70148097,40.8526818,1,0.100727899,0.104027887,0.14412847,0.055300261,0.056744945,0.073303917,0.00864652,0.008795654,0.007274548,0.00752796,0.009909259,0.004591047,-0.267553604,0.267553604,-3.840888374,3.840888374,-3.513237554,3.513237554,-0.11609092,0.11609092,-2.041814959,2.041814959,-1.516232091,1.516232091,15.97217158,16.16821891,0.389,0.306,0,0,0,0,1,0,1
37,10.69446488,40.90276039,6,272,10.69450768,40.90278274,16.51750491,0.0434,3019,10.69446132,40.90273223,16.65550491,0.0418,0.22130647,0.96313727,1,3048,10.69442053,40.90273682,16.49950491,0.064,0.1892915,0.96632314,1,3,4427,10.69456072,40.90279111,16.76855224,0.0632,3642,10.69444118,40.90277417,17.01855224,0.0792,0.33093092,0.9432936,1,3693,10.69439787,40.90274528,16.95355224,0.0836,0.31105658,0.9473222,1,3,0.07113293,0.9747497,1,10.69446318,40.9027506,10.69446659,40.90277019,1,0.069430417,0.061143427,0.070591072,0.035247408,0.027998011,0.029725364,0.002775334,0.002353974,0.004161074,0.002051729,0.00204234,0.002288807,2.277155214,2.277155214,-0.232051945,0.232051945,-1.976177715,1.976177715,2.504151407,2.504151407,1.79648943,1.79648943,-0.563107254,0.563107254,16.55750491,16.91355224,0.156,0.25,0,0,0,1,0,0,1
121,10.67361821,40.91223668,6,1137,10.67368094,40.91224721,17.08050491,0.1004,1060,10.67359089,40.9122471,17.23350491,0.0988,0.24498752,0.9606071,1,4595,10.67364277,40.91223301,16.73950491,0.0888,0.05422964,0.9724081,1,3,5150,10.67370596,40.91220141,17.15755224,0.1304,3511,10.67358349,40.91223231,17.47555224,0.1116,0.35126728,0.9384732,1,2182,10.67350522,40.91225904,16.97555224,0.1202,0.40878245,0.92054516,1,3,0.11639806,0.9734104,1,10.6736382,40.91224244,10.67359822,40.91223092,1,0.04133803,0.035904574,0.056591314,0.02463356,0.018379224,0.029129108,0.003822603,0.00326725,0.00462848,0.00295856,0.001889153,0.003224834,1.080502209,1.080502209,-2.540974761,2.540974761,-3.651360644,3.651360644,1.781726216,1.781726216,-1.027231577,1.027231577,-2.876269872,2.876269872,17.01783824,17.20288557,0.494,0.5,0,0,0,0,0,1,1
136,10.70619723,40.89948145,6,1317,10.70627493,40.89947105,17.13650491,0.0796,1305,10.7062431,40.89942545,17.04250491,0.0624,0.18560772,0.96622854,1,3856,10.70617552,40.89944446,16.75150491,0.0498,0.22760716,0.9629186,1,3,2530,10.7062321,40.89954907,17.27355224,0.0676,963,10.7061607,40.89949469,17.24355224,0.1114,0.2758118,0.95349216,1,5013,10.70609705,40.899504,16.93955224,0.1112,0.27789792,0.953091,1,3,0.30938727,0.9563413,1,10.70623118,40.89944699,10.70616328,40.89951592,1,0.039259953,0.042810448,0.055969287,0.022137429,0.022757638,0.030111139,0.002878316,0.002460425,0.002567171,0.001378318,0.002335006,0.003083952,-0.937645529,0.937645529,-4.332410568,4.332410568,-3.700618946,3.700618946,-0.2287361,0.2287361,-2.360519797,2.360519797,-1.901010817,1.901010817,16.97683824,17.15221891,0.385,0.334,0,0,0,0,1,0,1
160,10.64137124,40.84051839,6,1706,10.64142629,40.84052187,16.18850491,0.0396,140,10.64137335,40.84050932,16.23450491,0.0582,0.15109594,0.9685198,1,15,10.64135776,40.84050866,16.36650491,0.0622,0.117240235,0.9705373,1,3,7091,10.64141886,40.84054053,16.53455224,0.0806,3198,10.64135828,40.84050846,16.56755224,0.0458,0.20137303,0.9624033,1,554,10.64129291,40.84052149,16.76355224,0.0642,0.26075622,0.9556047,1,3,0.08740398,0.9743498,1,10.6413858,40.84051328,10.64135668,40.84052349,1,0.094004745,0.090105183,0.079790241,0.043724735,0.042415753,0.035410102,0.00342863,0.004830015,0.004571049,0.003245921,0.001789239,0.002093813,0.658351518,0.658351518,2.48765522,2.48765522,1.551101216,1.551101216,0.353168214,0.353168214,2.152572801,2.152572801,2.543656203,2.543656203,16.26317158,16.62188557,0.178,0.229,0,0,0,0,1,0,1
172,10.70744557,40.83936404,4,-99,-99,-99,-99,-99,1078,10.7074799,40.83934248,15.32050491,0.045,0.21544442,0.9637012,1,30,10.70744537,40.83935637,15.03950491,0.0386,0.16862926,0.9677954,1,2,-99,-99,-99,-99,-99,3630,10.70746626,40.8393691,15.17155224,0.0604,0.20458095,0.96210766,1,4184,10.70739075,40.83938823,14.88355224,0.0518,0.2950316,0.95027053,1,2,0.09638189,0.9865499,0.5125668,10.70746263,40.83934942,10.70742851,40.83937867,1,-99,0.20909795,0.270863057,-99,0.153435969,0.200044761,-99,0.008666385,0.0096297,-99,0.008535713,0.009544048,-99,-99,-99,-99,-4.767589889,4.767589889,-99,-99,-99,-99,-3.640120604,3.640120604,15.18000491,15.02755224,0.281,0.288,0,1,1,0,0,1,1
175,10.70502075,40.85890384,4,1859,10.70502524,40.85889653,16.14250491,0.0732,12052,10.70501369,40.85891657,17.40550491,0.095,0.07870024,0.97154015,1,-99,-99,-99,-99,-99,-99,0,0,2,954,10.70507087,40.85889311,15.92355224,0.0764,3632,10.70497319,40.85890916,16.38655224,0.0866,0.27216348,0.9540431,1,-99,-99,-99,-99,-99,-99,0,0,2,0.020707263,0.97545236,1,10.70501947,40.85890655,10.70502203,40.85890113,1,0.098073071,0.030644305,-99,0.076758624,0.050110321,-99,0.006612056,0.002681323,-99,0.005401274,0.003996877,-99,9.450371419,9.450371419,-99,-99,-99,-99,3.965943547,3.965943547,-99,-99,-99,-99,16.77400491,16.15505224,1.263,0.463,1,0,0,1,0,0,1
203,10.61898098,40.86799145,5,2291,10.61904132,40.86798069,15.47550491,0.0592,-99,-99,-99,-99,-99,-99,0,0,6797,10.61893277,40.86797268,15.71750491,0.0664,0.29691893,0.95389485,1,2,3331,10.61902853,40.86802198,15.48455224,0.0494,409,10.61897386,40.86798842,15.56755224,0.0526,0.19169705,0.963254,1,446,10.61892238,40.86800826,15.66855224,0.042,0.21484762,0.9610473,1,3,0.11132929,0.9735965,1,10.61898705,40.86797669,10.61897492,40.86800622,1,0.181279951,-99,0.145060702,0.11500777,0.106543554,0.097079422,0.009884328,-99,0.008871428,0.005232748,0.005161651,0.003755365,-99,-99,2.727014605,2.727014605,-99,-99,1.151574858,1.151574858,2.783541983,2.783541983,1.482659773,1.482659773,15.59650491,15.57355224,0.242,0.184,0,0,0,0,1,0,1
205,10.65550844,40.82582956,6,2315,10.65556834,40.82584829,15.76950491,0.0468,1742,10.65552489,40.82581022,15.74450491,0.0384,0.18108857,0.9665649,1,4289,10.65549119,40.82581169,15.97050491,0.0592,0.16369131,0.9681135,1,3,629,10.65554489,40.82584511,16.04655224,0.0852,1910,10.65549159,40.82581346,16.04955224,0.0646,0.18456465,0.9736603,0.7211385,609,10.65542973,40.8258486,16.30655224,0.0842,0.25093815,0.9569179,1,3,0.11614614,0.9859479,0.52195257,10.65552814,40.8258234,10.65548874,40.82583572,1,0.138276945,0.141497829,0.11490787,0.06853733,0.068348216,0.053942017,0.005960344,0.005004454,0.006265376,0.005378268,0.004066637,0.004183261,-0.413852284,0.413852284,2.702383185,2.702383185,3.315994996,3.315994996,0.028047474,0.028047474,2.14207856,2.14207856,2.469291995,2.469291995,15.82817158,16.13421891,0.226,0.26,0,0,0,0,1,1,2
262,10.69695291,40.83190372,6,2701,10.69701531,40.83191747,16.27650491,0.06,831,10.69694262,40.8318769,16.43850491,0.0472,0.2460376,0.960485,1,4574,10.69690912,40.83188364,16.42250491,0.0486,0.1963985,0.9657612,1,3,2214,10.69699778,40.83191551,16.44655224,0.0746,3553,10.69694854,40.83191257,16.67155224,0.079,0.1345404,0.96716356,1,2115,10.69690409,40.83191624,16.71055224,0.086,0.18830444,0.9634752,1,3,0.08099362,0.9745179,1,10.69695568,40.83189267,10.69695014,40.83191477,1,0.086686162,0.074670623,0.075779158,0.047416247,0.038541373,0.037181524,0.004790454,0.003246142,0.003392046,0.00325793,0.002804335,0.002945109,2.07640634,2.07640634,1.858159326,1.858159326,-0.236107603,0.236107603,2.064571935,2.064571935,2.330424998,2.330424998,0.33438734,0.33438734,16.37917158,16.60955224,0.162,0.264,0,0,0,1,0,0,1
264,10.65239085,40.893128,6,2718,10.65243733,40.89313083,15.25550491,0.0356,763,10.65240914,40.89309669,15.38850491,0.0464,0.1448813,0.96886843,1,6945,10.65234193,40.89312304,15.87250491,0.0652,0.22376774,0.9633034,1,3,858,10.65246456,40.8931452,14.87855224,0.0558,3372,10.6523835,40.89312261,15.05155224,0.047,0.2351061,0.95892817,1,4713,10.65230865,40.89314962,15.71055224,0.0616,0.31904587,0.94572985,1,3,0.0852377,0.97440815,1,10.65239613,40.89311685,10.65238557,40.89313914,1,0.221998365,0.19640375,0.125762098,0.200968125,0.171366995,0.093395764,0.007279063,0.008393507,0.007552192,0.010328495,0.007418237,0.005298874,2.303712069,2.303712069,9.174918752,9.174918752,6.256459454,6.256459454,2.327782824,2.327782824,9.266736994,9.266736994,8.552875891,8.552875891,15.50550491,15.21355224,0.617,0.832,1,1,1,1,1,1,3
279,10.67844931,40.90806112,6,2939,10.67850575,40.90805192,16.44150491,0.0462,6978,10.67846171,40.9080263,16.14950491,0.0696,0.15120822,0.96851337,1,2936,10.67842132,40.90806569,16.19250491,0.0726,0.19490698,0.9658816,1,3,4389,10.67851335,40.90806342,16.61655224,0.0906,2130,10.6784379,40.90805541,16.33455224,0.0896,0.20729533,0.9618521,1,4872,10.67835581,40.90810397,16.33055224,0.085,0.36330983,0.9351851,1,3,0.12022797,0.97326344,1,10.67846293,40.90804797,10.67843569,40.90807427,1,0.074464585,0.097442805,0.093659056,0.040544055,0.052568693,0.052762721,0.0031686,0.006246471,0.006262707,0.003383226,0.004338213,0.004130682,-3.28064765,3.28064765,-2.734778908,2.734778908,0.427767887,0.427767887,-2.185708619,2.185708619,-2.288414268,2.288414268,-0.032390748,0.032390748,16.26117158,16.42721891,0.292,0.286,0,0,0,1,1,0,2
288,10.68567944,40.91391345,5,3025,10.68573147,40.91394474,16.29050491,0.065,-99,-99,-99,-99,-99,-99,0,0,1180,10.68560756,40.91386774,15.93350491,0.0588,0.43643367,0.9160746,1,2,5210,10.6858058,40.91390993,16.51755224,0.0876,6347,10.68565625,40.91391632,16.40455224,0.0846,0.4075006,0.92115223,1,7421,10.68560604,40.91393575,16.21355224,0.0736,0.349641,0.93878055,1,3,0.0749204,0.97466445,1,10.68566952,40.91390624,10.68568936,40.91392067,1,0.085575565,-99,0.118891218,0.044414746,0.04928641,0.058766142,0.005123171,-99,0.006438768,0.003583496,0.003840371,0.003983645,-99,-99,-4.048920079,4.048920079,-99,-99,-0.927475075,0.927475075,-2.678372196,2.678372196,-1.713201742,1.713201742,16.11200491,16.37855224,0.357,0.304,0,0,0,0,1,0,1
289,10.69887381,40.89912628,6,3047,10.69883663,40.8991547,17.09250491,0.1192,7027,10.69889334,40.89907537,17.09250491,0.0842,0.32461262,0.9483638,1,5285,10.69881999,40.89911708,16.62150491,0.0956,0.122657426,0.9703042,1,3,2455,10.69892934,40.89918488,17.16455224,0.1374,2243,10.69893259,40.89912821,17.21455224,0.113,0.20420359,0.96214277,1,2346,10.69883095,40.89909746,16.64255224,0.0902,0.34541333,0.93982756,1,3,0.1503098,0.97190756,1,10.69884999,40.89911572,10.69889763,40.89913685,1,0.040883661,0.040883661,0.063088438,0.024475253,0.023373685,0.039584684,0.004488505,0.003170571,0.005554991,0.003097345,0.002432659,0.003288587,0,0,-3.109150532,3.109150532,-3.471597062,3.471597062,0.279695866,0.279695866,-3.344599568,3.344599568,-3.963031824,3.963031824,16.93550491,17.00721891,0.471,0.572,0,0,0,0,1,1,2
342,10.66153469,40.89051679,6,3565,10.66158567,40.89050924,16.10750491,0.0464,7532,10.66155327,40.89047211,16.28750491,0.0494,0.16013132,0.96797955,1,6409,10.66151267,40.89048783,15.84950491,0.0418,0.15491807,0.9686484,1,3,5018,10.66156503,40.89055864,16.29255224,0.083,5465,10.66151938,40.89051562,16.28655224,0.092,0.19854371,0.96265835,1,6181,10.66147212,40.8905573,15.97655224,0.0616,0.20408776,0.96208835,1,3,0.21309225,0.9677409,1,10.66155054,40.89048973,10.66151884,40.89054385,1,0.101286083,0.085812346,0.128454634,0.054642075,0.054944874,0.07310165,0.00432856,0.003904383,0.004945404,0.004177158,0.004655761,0.004147473,2.65447993,2.65447993,-4.133876915,4.133876915,-6.767660393,6.767660393,-0.048409299,0.048409299,-3.135948527,3.135948527,-2.911982581,2.911982581,16.08150491,16.18521891,0.438,0.316,0,0,0,0,1,1,2
344,10.70057198,40.85287025,6,3598,10.70063694,40.85287952,14.64750491,0.043,6707,10.70058474,40.85283373,14.54650491,0.0352,0.2176641,0.9634904,1,7031,10.70054153,40.85284308,15.29350491,0.0576,0.19492939,0.9658798,1,3,3726,10.70060774,40.85289784,14.13455224,0.0506,1365,10.70057311,40.85287429,14.10555224,0.0494,0.12680587,0.96756244,1,5493,10.70048781,40.85289306,14.85455224,0.0426,0.28055406,0.9526748,1,3,0.15630044,0.97159237,1,10.70058774,40.85285211,10.70055622,40.8528884,1,0.388642038,0.426530189,0.214362975,0.398774318,0.409569097,0.205459951,0.015391959,0.013828279,0.01137229,0.018584607,0.018635018,0.008061437,-1.831106904,1.831106904,9.106709813,9.106709813,11.85032326,11.85032326,-0.410162905,0.410162905,9.542760254,9.542760254,10.05267844,10.05267844,14.82917158,14.36488557,0.747,0.749,1,1,1,0,1,1,2
356,10.61582653,40.83137525,5,3792,10.61594208,40.83140125,16.70750491,0.096,85,10.61582509,40.83134985,17.13450491,0.11,0.368496,0.9382206,1,3961,10.61581193,40.83131056,16.80950491,0.0952,0.3046878,0.95259297,1,3,8518,10.61580869,40.83137914,17.39255224,0.1588,1112,10.61577804,40.83141407,17.86155224,0.1186,0.15093936,0.9662215,1,-99,-99,-99,-99,-99,-99,0,0,2,0.23727374,0.96554697,1,10.6158597,40.83135389,10.61579337,40.83139661,1,0.058284057,0.039332339,0.053057866,0.019839338,0.012880336,-99,0.005153434,0.003984907,0.004652243,0.002901706,0.001406979,-99,2.909205591,2.909205591,0.752759416,0.752759416,-2.240686634,2.240686634,2.157948499,2.157948499,-99,-99,-99,-99,16.88383824,17.62705224,0.427,0.469,0,0,0,1,0,0,1
383,10.62525308,40.86864439,6,3994,10.62532962,40.86863904,15.86250491,0.0594,5558,10.62525527,40.86859571,16.04750491,0.0548,0.25554085,0.95933867,1,5556,10.62520247,40.86860447,16.24650491,0.0602,0.2493115,0.9605381,1,3,612,10.62529895,40.86868355,15.88755224,0.0742,2590,10.62524525,40.86867007,16.15155224,0.0584,0.15403476,0.9660284,1,1767,10.62518691,40.86867349,16.29655224,0.0616,0.23222569,0.9591882,1,3,0.23117383,0.96613616,1,10.62526245,40.86861307,10.6252437,40.8686757,1,0.126925761,0.107040906,0.089114787,0.079346392,0.062219595,0.054441136,0.006944035,0.00540264,0.004941081,0.00542259,0.003346692,0.003088756,2.260107609,2.260107609,4.436578551,4.436578551,2.448457334,2.448457334,2.687740281,2.687740281,3.990853013,3.990853013,1.707973984,1.707973984,16.05217158,16.11188557,0.384,0.409,0,0,0,1,1,0,2
398,10.63246465,40.87996066,6,4054,10.63252268,40.87995504,15.71950491,0.027,708,10.63247309,40.8799202,15.65850491,0.045,0.18425657,0.9663303,1,124,10.63243445,40.87993769,15.49850491,0.0412,0.17266376,0.967526,1,3,1358,10.63251121,40.87999727,15.75055224,0.0526,1861,10.63245177,40.87996382,15.63655224,0.036,0.20168494,0.9623748,1,1255,10.6323947,40.87998994,15.44955224,0.0616,0.23864223,0.95844257,1,3,0.17831095,0.97029394,1,10.63247674,40.87993764,10.63245256,40.87998368,1,0.144793736,0.153161558,0.177480145,0.090017548,0.099983234,0.118775586,0.003600719,0.006348015,0.006734768,0.004361025,0.003315167,0.006738816,-1.146573061,1.146573061,-4.280060898,4.280060898,-2.627625624,2.627625624,-1.819208009,1.819208009,-3.582734123,3.582734123,-2.502269079,2.502269079,15.62550491,15.61221891,0.221,0.301,0,0,0,0,1,1,2
431,10.65386241,40.89663277,6,4275,10.65392113,40.89662452,15.94750491,0.0526,6925,10.65388179,40.89660784,15.78850491,0.031,0.12274361,0.9699662,1,6954,10.65382393,40.89661686,15.75650491,0.0276,0.21098974,0.9645112,1,3,875,10.65394732,40.89663826,16.17055224,0.0748,4741,10.65383627,40.89664372,16.12855224,0.0658,0.30282903,0.94896215,1,704,10.65376401,40.89666544,15.89655224,0.0776,0.35869703,0.93643546,1,3,0.13803537,0.9725052,1,10.65387562,40.89661641,10.6538492,40.89664914,1,0.117368019,0.135878197,0.139942547,0.061140246,0.063551701,0.078691384,0.005686057,0.003879602,0.003557415,0.004212156,0.00385149,0.00562425,-2.689065376,2.689065376,-3.365718941,3.365718941,-0.772147424,0.772147424,-0.422502028,0.422502028,-2.497779927,2.497779927,-2.220999105,2.220999105,15.83083824,16.06521891,0.191,0.274,0,0,0,0,1,0,1
434,10.6568767,40.90165966,6,4294,10.65692537,40.90165737,16.28850491,0.071,3717,10.65689597,40.90162587,16.26550491,0.0774,0.1387774,0.9691932,1,473,10.65685266,40.90165399,16.02650491,0.073,0.164007,0.9680935,1,3,889,10.65691059,40.90170067,16.18555224,0.091,3408,10.65687364,40.90166014,15.99155224,0.0612,0.17719382,0.9644194,1,1329,10.65680198,40.90165994,15.73755224,0.065,0.25608432,0.95624053,1,3,0.12800428,0.9729477,1,10.65689133,40.90164574,10.65686207,40.90167358,1,0.085733346,0.087568876,0.109131412,0.06030137,0.072098658,0.091101847,0.005606396,0.006242613,0.007337503,0.005054105,0.004064005,0.005454014,-0.21876066,0.21876066,-2.533845942,2.533845942,-2.238228332,2.238228332,-1.81905962,1.81905962,-4.142220314,4.142220314,-2.793909799,2.793909799,16.19350491,15.97155224,0.262,0.448,1,1,1,0,1,1,2
444,10.67181272,40.90489263,6,4348,10.67185468,40.904924,16.92750491,0.0736,1035,10.67181494,40.90483063,16.63250491,0.058,0.35309526,0.94212604,1,7555,10.67175142,40.904869,16.84450491,0.0558,0.22885959,0.9627908,1,3,2314,10.67186476,40.9049153,16.99155224,0.1006,795,10.67184426,40.90489979,16.72655224,0.0848,0.07892292,0.9694401,1,2802,10.67174626,40.90491705,16.95355224,0.1092,0.29651523,0.95001066,1,3,0.13386385,0.97269416,1,10.67180701,40.90487454,10.67181843,40.90491071,1,0.047593734,0.062452492,0.051374756,0.028702993,0.036637614,0.029725364,0.003226289,0.003336211,0.002640339,0.002659505,0.002861533,0.002989685,-3.201601911,3.201601911,-0.906943615,0.906943615,2.603703079,2.603703079,-2.03109342,2.03109342,-0.255503503,0.255503503,1.67025968,1.67025968,16.80150491,16.89055224,0.295,0.265,0,0,0,1,0,0,1
467,10.69163238,40.90547367,6,4528,10.69169365,40.90547056,16.63250491,0.0504,5266,10.69163529,40.90543521,16.80250491,0.0374,0.20349191,0.9647802,1,3046,10.691608,40.90545791,16.35550491,0.0404,0.15470757,0.9686608,1,3,5776,10.69169999,40.90548171,16.48855224,0.0838,4986,10.69160887,40.90548518,16.83555224,0.0828,0.24823809,0.95733696,1,2311,10.69154845,40.90551145,16.45855224,0.077,0.30547184,0.94838583,1,3,0.15539414,0.97164106,1,10.69164565,40.90545456,10.6916191,40.90549278,1,0.062452492,0.053401047,0.080602734,0.045617048,0.033138068,0.046895069,0.002899052,0.001839488,0.00299921,0.003520845,0.002527163,0.003325781,2.636293801,2.636293801,-4.351217444,4.351217444,-7.731316972,7.731316972,2.879372139,2.879372139,-0.263876174,0.263876174,-3.293508832,3.293508832,16.59683824,16.59421891,0.447,0.377,0,0,0,1,0,1,2
